reward_today,future_today,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
67,75,119,0,0,0,5,0.46188699998310767,,0.2707143999869004,0.46188699998310767,1.00687260000268,1.00687260000268,1.4732946000003722,2.7400616999948397,t,1.6389812999987043,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
11,30,7,0,1,1,0,2.756209499988472,,2.741479399992386,2.756209499988472,3.7403223000001162,3.7403223000001162,3.7582004999858327,6.008980199985672,l,2.251552999980049,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
49,60,89,0,2,2,4,6.034788599994499,,6.009787099988898,6.034788599994499,7.0239956000004895,7.0239956000004895,7.040449299995089,8.858774499996798,t,1.8295117000234313,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
78,80,162,0,3,3,6,8.88111819999176,,8.859686799987685,8.88111819999176,9.87401209998643,9.87401209998643,9.890830699994694,15.225766299990937,t,5.3338490999885835,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
40,55,62,0,4,4,3,15.24129959999118,,15.226571100007277,15.24129959999118,16.240162200003397,16.240162200003397,16.240162200003397,18.92401930000051,l,2.672016700002132,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
27,50,21,0,5,5,2,18.941758700006176,,18.924931999994442,18.941758700006176,19.94017439999152,19.94017439999152,19.956364699988626,22.474920200009365,t,2.529504000005545,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
15,35,13,0,6,6,1,22.490071500011254,,22.475783100002445,22.490071500011254,23.49040629999945,23.49040629999945,23.49040629999945,25.878170799987856,l,2.3730338999885134,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
11,30,7,1,0,7,0,25.905039999983273,,25.879123099992285,25.905039999983273,26.88933440000983,26.88933440000983,26.906522800010862,29.508032299985643,l,2.6143366000032984,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
49,60,89,1,1,8,4,29.5238141999871,,29.50889470000402,29.5238141999871,30.52380570000969,30.52380570000969,30.52380570000969,31.54128080001101,t,1.012206099985633,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
78,80,162,1,2,9,6,31.556695999985095,,31.542166200000793,31.556695999985095,32.555925799999386,32.555925799999386,32.57290880000801,35.22793239998282,t,2.657201399997575,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
40,55,62,1,3,10,3,35.24675540000317,,35.22926590000861,35.24675540000317,36.23974509999971,36.23974509999971,36.25507539999671,39.75919129999238,l,3.504969599976903,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
67,75,119,1,4,11,5,39.77620530000422,,39.760462000005646,39.77620530000422,40.77217589999782,40.77217589999782,40.78933319999487,43.89103020000039,l,3.1012698999838904,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
27,50,21,1,5,12,2,43.91002700000536,,43.892020400002366,43.91002700000536,44.90556839999044,44.90556839999044,44.92264669999713,47.842812799994135,l,2.922558599995682,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
15,35,13,1,6,13,1,47.85652790000313,,47.843587399984244,47.85652790000313,48.856126600003336,48.856126600003336,48.87217610000516,50.42227589999675,t,1.556180100014899,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
15,35,13,2,0,14,1,50.43843599999673,,50.423576500004856,50.43843599999673,51.422261600004276,51.422261600004276,51.43845429999055,52.5562082999968,t,1.1256222000229172,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
49,60,89,2,1,15,4,52.57427939999616,,52.55700549998437,52.57427939999616,53.55661309999414,53.55661309999414,53.57244859999628,55.80768920000992,l,2.2487349000002723,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
27,50,21,2,2,16,2,55.82260230000247,,55.80861310000182,55.82260230000247,56.8216614999983,56.8216614999983,56.8216614999983,58.94025590000092,l,2.111383699986618,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
40,55,62,2,3,17,3,58.958697199996095,,58.941567700007,58.958697199996095,59.95525430000271,59.95525430000271,59.97315899998648,60.83972099999664,t,0.8725363000121433,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
78,80,162,2,4,18,6,60.85662099998444,,60.841099199984455,60.85662099998444,61.85515319998376,61.85515319998376,61.871677599992836,64.37336289999075,t,2.5145933000021614,None,516143,001,2024-11-12_08h26.29.365,PRIYANSHI.AU2220101_DELAY.DISCOUNTING,2024.1.5,None,2024-11-12 08h26.36.974289 +0530,
